Reg. #/ File Sym,Physcial Form.,Product Name (PBN),Use,Use Site,"App.
Target","App.
Type","App.
Equipment","App.
Timing (Site Status)","App.
Timing (other)","A.I.
Max Single Rate
/ App. (lb a.i./A)","Max # Apps
/ C.C.","A. I.
Max Total Rate
/ C.C. (lb a.i./A","Max # Apps
/ Yr.","A. I.
Max Total Rate
/ Yr. (lb a.i./A)","MRI
(days)",PHI (days),Additional Information,Max No. of CC/yr,Geographic Restrictions,Drift Restrictions,Soil Restrictions,On-field Non-target Species Restrictions,Additional Restrictions for Use/Use Site
264-REGG,WG,PLENEXOS SMART (SPD+FPF: flupyradifurone rates),Citrus Fruit (CG 10-10),Agricultural (Outdoor),Foliage/Plant,Broadcast,"Airblast sprayer or similar ground equipment, fixed or rotary winged aircraft",Post-emergence,When pests occur,0.18,2,0.36,2,0.365,10,1,"Maximum flupyradifurone per calendar year is 0.365 lb ai/A, regardless of formulation or method of application.",1,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Wind speed limit (mph): 15 mph.              Buffers for orchard crops/ citrus (ft): Aerial 85-115; Airblast/ Ground 50-60
Max Release Height (ft):10
ASABE Droplet Size: Coarse or Coarser",N/A,DO NOT apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.,DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; DO NOT apply non-ionic surfactants in tank mix combination with PLENEXOS SMART on white grapefruit when fruit is present; No aerial application in New York State
264-REGG,WG,PLENEXOS SMART (SPD+FPF: flupyradifurone rates),Pome Fruit (CG 11-10),Agricultural (Outdoor),Foliage/Plant,Broadcast,"Airblast sprayer or similar ground equipment, fixed or rotary winged aircraft",Post-emergence,When pests occur,0.18,2,0.36,2,0.365,10,14,"Maximum flupyradifurone per calendar year is 0.365 lb ai/A, regardless of formulation or method of application.",1,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Wind speed limit (mph): ≤15 mph.              Buffers for orchard crops/ citrus (ft): Aerial 85-115; Airblast/ Ground 50-60
Max Release Height (ft):10
ASABE Droplet Size: Coarse or Coarser",N/A,DO NOT apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.,"DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; The use of Induce® adjuvant in combination with PLENEXOS SMART on grape, pome fruits, and stone fruits is prohibited when fruit is present due to adverse plant compatibility on harvested commodities; [This product contains flupyradifurone, DO NOT apply PLENEXOS SMART with horticultural oils to pear in late-season or during periods of above average temperatures]; No aerial application in New York State"
264-REGG,WG,PLENEXOS SMART (SPD+FPF: flupyradifurone rates),Stone Fruit (CG 12-12),Agricultural (Outdoor),Foliage/Plant,Broadcast,"Airblast sprayer or similar ground equipment, fixed or rotary winged aircraft",Post-emergence,When pests occur,0.18,2,0.36,2,0.365,10,14,"Maximum flupyradifurone per calendar year is 0.365 lb ai/A, regardless of formulation or method of application.",1,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Wind speed limit (mph): ≤15 mph.              Buffers for orchard crops/ citrus (ft): Aerial 85-115; Airblast/ Ground 50-60
Max Release Height (ft):10
ASABE Droplet Size: Coarse or Coarser",N/A,DO NOT apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.,"DO NOT apply prior to petal-fall on stone fruit crops; DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; The use of Induce® adjuvant in combination with PLENEXOS SMART on grape, pome fruits, and stone fruits is prohibited when fruit is present due to adverse plant compatibility on harvested commodities; No aerial application in New York State"
264-REGG,WG,PLENEXOS SMART (SPD+FPF: flupyradifurone rates),Small Fruit Vine Climbing- Except Fuzzy Kiwifruit (CG 13-07F),Agricultural (Outdoor),Foliage/Plant,Broadcast,"Airblast Ssprayer or similar ground equipment, fixed or rotary winged aircraft",Post-emergence,When pests occur,0.18,2,0.36,2,0.365,10,7,"Maximum flupyradifurone per calendar year is 0.365 lb ai/A, regardless of formulation or method of application.",1,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Wind speed limit (mph): ≤15 mph.              Buffers for orchard crops/ citrus (ft): Aerial 85-115; Airblast/ Ground 50-60
Max Release Height (ft):10
ASABE Droplet Size: Coarse or Coarser",N/A,DO NOT apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.,"DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; The use of Induce® adjuvant in combination with PLENEXOS SMART on grape, pome fruits, and stone fruits is prohibited when fruit is present due to adverse plant compatibility on harvested commodities; No aerial application in New York State"
264-REGG,WG,PLENEXOS SMART (SPD+FPF: flupyradifurone rates),"Tree Nuts (CG 14-12, except almond)",Agricultural (Outdoor),Foliage/Plant,Broadcast,"Airblast sprayer or similar ground equipment, fixed or rotary winged aircraft",Post-emergence,When pests occur,0.18,2,0.36,2,0.365,10,14,"Maximum flupyradifurone per calendar year is 0.365 lb ai/A, regardless of formulation or method of application.",1,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Wind speed limit (mph): ≤15 mph.              Buffers for orchard crops/ citrus (ft): Aerial 85-115; Airblast/ Ground 50-60
Max Release Height (ft):10
ASABE Droplet Size: Coarse or Coarser",N/A,DO NOT apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.,DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; No aerial application in New York State
264-1141,SL,SIVANTO 200 SL,"Alfalfa (grown for Forage, Fodder, Straw, and Hay)",Agricultural (Outdoor),Foliar,Broadcast,"ground sprayers, fixed or rotary winged aircraft, or through properly designed, sprinkler-type overhead chemigation equipment",Post-emergence,When pests occur,0.183,NS,0.365,NS,0.365,7,1,Minimum Application Volume: 10 Gallons/Acre - Ground; 3 Gallons/Acre - Aerial,3,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Max Release Height (ft): 10

ASABE Droplet Size: Coarse",N/A,"Pollinators: recommended that foliar insecticides are applied late in the afternoon, evening, or at night outside of daily peak foraging periods.Do not apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.",Do not use on Alfalfa Grown for Seed; DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; No aerial application in New York State
264-1141,SL,SIVANTO 200 SL,Brassica Head and Stem Vegetables and Kohlrabi (CG 5-16),Agricultural (Outdoor),Foliar,Broadcast,"ground sprayers, fixed or rotary winged aircraft, or through properly designed, sprinkler-type overhead chemigation equipment",Post-emergence,When pests occur,0.183,NS,0.365,NS,1.095,7,1,Minimum Application Volume: 10 Gallons/Acre - Ground; 3 Gallons/Acre - Aerial,3,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Max Release Height (ft): 10

ASABE Droplet Size: Coarse",N/A,"Pollinators: recommended that foliar insecticides are applied late in the afternoon, evening, or at night outside of daily peak foraging periods. Do not apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.",DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; No aerial application in New York State
264-1141,SL,SIVANTO 200 SL,Brassica Head and Stem Vegetables and Kohlrabi (CG 5-16),Agricultural (Outdoor),Soil,Chemigation/ Injection/ Drench,"Chemigation low-pressure drip, trickle, micro-sprinkler, injection for planting, potting hole drench or post-transplant drench",Pre-emergence/ Post-emergence,When pests occur,0.365,1,0.365,NS,1.095,NS,21,"Chemigation into root zone through low-pressure drip, trickle, micro-sprinkler or equiv. equipment; Injection below the eventual seed line prior to planting. Place product 3-4 inches below seed line; Potting hole drench at transplanting; Post-transplant drench following setting and covering",3,"NY restriction flupyradifurone: Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)",NA,For soil injection: Place SIVANTO 200 SL 3-4 inches below seed line,,
264-1141,SL,SIVANTO 200 SL,Bushberry (subgroup 13-07B),Agricultural (Outdoor),Foliar,Broadcast,"ground sprayers, fixed or rotary winged aircraft, or through properly designed, sprinkler-type overhead chemigation equipment",Post-emergence,When pests occur,0.183,NS,0.365,NS,0.365,7,3,Minimum Application Volume: 25 Gallons/Acre - Ground; 10 Gallons/Acre - Aerial,1,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Max Release Height (ft): 10

ASABE Droplet Size: Coarse",N/A,"Pollinators: recommended that foliar insecticides are applied late in the afternoon, evening, or at night outside of daily peak foraging periods. Do not apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.",DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; No aerial application in New York State
264-1141,SL,SIVANTO 200 SL,Caneberry (subgroup 13-07A),Agricultural (Outdoor),Foliar,Broadcast,"ground sprayers, fixed or rotary winged aircraft, or through properly designed, sprinkler-type overhead chemigation equipment",Post-emergence,When pests occur,0.183,NS,0.365,NS,0.365,7,0,Minimum Application Volume: 30 Gallons/Acre - Ground; 3 Gallons/Acre - Aerial,1,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Max Release Height (ft): 10

ASABE Droplet Size: Coarse",N/A,"Pollinators: recommended that foliar insecticides are applied late in the afternoon, evening, or at night outside of daily peak foraging periods. Do not apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.",DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; No aerial application in New York State
264-1141,SL,SIVANTO 200 SL,"Cereal Grains (CG 15), Forage, Fodder and Straw of Cereal Grains (CG 16) and Quinoa (including production for seed)",Agricultural (Outdoor),Foliar,Broadcast,"ground sprayers, fixed or rotary winged aircraft, or through properly designed, sprinkler-type overhead chemigation equipment",Post-emergence,When pests occur,0.183,NS,0.365,NS,0.365,7,"7-days hay, forage, sorghum grown for syrup, or sweet corn; 21-days dried grain, stover or straw",Minimum Application Volume: 10 Gallons/Acre - Ground; 3 Gallons/Acre - Aerial,1,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Max Release Height (ft): 10

ASABE Droplet Size: Coarse",N/A,"Pollinators: recommended that foliar insecticides are applied late in the afternoon, evening, or at night outside of daily peak foraging periods. Do not apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.",DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; No aerial application in New York State
264-1141,SL,SIVANTO 200 SL,Christmas Trees,Agricultural (Outdoor),Foliar,Broadcast,"ground sprayers, fixed or rotary winged aircraft, or through properly designed, sprinkler-type overhead chemigation equipment",Post-emergence,When pests occur,0.183,NS,NS,NS,NS,7,NS,Minimum Application Volume: 25 Gallons/Acre - Ground; 10 Gallons/Acre - Aerial,1,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Max Release Height (ft): 10

ASABE Droplet Size: Coarse",N/A,"Pollinators: recommended that foliar insecticides are applied late in the afternoon, evening, or at night outside of daily peak foraging periods. Do not apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.",DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; No aerial application in New York State
264-1141,SL,SIVANTO 200 SL,Citrus Fruit (CG 10-10),Agricultural (Outdoor),Foliar,Broadcast,"ground sprayers, fixed or rotary winged aircraft, or through properly designed, sprinkler-type overhead chemigation equipment",Post-emergence,When pests occur,0.183,NS,NS,2,0.365,10,1,"Minimum Application Volume: 50 Gallons/Acre - Ground; 10 Gallons/Acre - Aerial; For Florida only- minimum application volumes: 2.5 gallons/Acre (Ground); For Florida and Texas only: 3 gallons/Acre (Aerial) for control of Asian citrus psyllid. For control or suppression of other pests, application volumes should be increased to provide thorough and complete coverage to obtain adequate control.",1,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Max Release Height (ft): 10

ASABE Droplet Size: Coarse",N/A,"Pollinators: recommended that foliar insecticides are applied late in the afternoon, evening, or at night outside of daily peak foraging periods. Do not apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.",DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; No aerial application in New York State
264-1141,SL,SIVANTO 200 SL,Citrus Fruit (CG 10-10),Agricultural (Outdoor),Soil,Chemigation/ Shank injection/ Drench,"Chemigation low-pressure drip, trickle, micro-sprinkler, Shank or subsurface side-dress injection; Basal drench",Post-emergence,When pests occur,0.365,NS,NS,1,0.365,NS,30,"Chemigation into root zone through low-pressure drip, trickle, micro-sprinkler or equiv. equipment; Basal drench in sufficient water to move into root zone",1,"NY restriction flupyradifurone: Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)",N/A,,,
264-1141,SL,SIVANTO 200 SL,"Clover (Grown for Forage, Fodder, Seed, Straw, and Hay)",Agricultural (Outdoor),Foliar,Broadcast,"ground sprayers, fixed or rotary winged aircraft, or through properly designed, sprinkler-type overhead chemigation equipment",Post-emergence,When pests occur,0.183,NS,NS,NS,0.365,10,14,Minimum Application Volume: 10 Gallons/Acre - Ground; 3 Gallons/Acre - Aerial,1,"Only For Use in: Idaho, Oregon, and Washington.","Max Release Height (ft): 10

ASABE Droplet Size: Coarse",N/A,"Pollinators: recommended that foliar insecticides are applied late in the afternoon, evening, or at night outside of daily peak foraging periods. Do not apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.","DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; Only For Use in: Idaho, Oregon, and Washington."
264-1141,SL,SIVANTO 200 SL,Coffee,Agricultural (Outdoor),Foliar,Broadcast,"ground sprayers, fixed or rotary winged aircraft, or through properly designed, sprinkler-type overhead chemigation equipment",Post-emergence,When pests occur,0.183,NS,NS,NS,0.365,7,0,Minimum Application Volume: 10 Gallons/Acre - Ground; 3 Gallons/Acre - Aerial,1,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Max Release Height (ft): 10

ASABE Droplet Size: Coarse",N/A,"Pollinators: recommended that foliar insecticides are applied late in the afternoon, evening, or at night outside of daily peak foraging periods. Do not apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.",DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; No aerial application in New York State
264-1141,SL,SIVANTO 200 SL,Cottonseed (Subgroup 20C),Agricultural (Outdoor),Foliar (Including Production for Seed),Broadcast,"ground sprayers, through properly designed, sprinkler-type overhead chemigation equipment, overhead irrigation system,",Post-emergence,When pests occur,0.183,NS,NS,NS,0.365,10,14,Minimum Application Volume: 10 Gallons/Acre - Ground; 3 Gallons/Acre - Aerial,1,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Max Release Height (ft): 10

ASABE Droplet Size: Coarse",N/A,"Pollinators: recommended that foliar insecticides are applied late in the afternoon, evening, or at night outside of daily peak foraging periods.",DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; No aerial application in New York State
264-1141,SL,SIVANTO 200 SL,Cucurbit Vegetables (CG 9) Planthouse,Planthouse/ Nursery (Inside),Foliar,Broadcast/ Drench,tray drench; uniform high-volume foliar spray followed by overhead irrigation wash; injection into overhead irrigation,Post-emergence,When pests occur,"0.34 fl oz/ 10,000 plants (0.011 lb ai)",NS,"0.34 fl oz/ 10,000 plants in planthouse; 0.365 lb ai/A for total planthouse",NS,NS,NS,21,"Apply specified dosage to seedlings in trays in the planthouse, targeting potting media (tray drench) between 24 hours and 7 days prior to transplanting, in one of the following methods: Uniform, broadcast high-volume foliar spray, followed by overhead irrigation wash; injection into overhead irrigation system; An additional field application must be made within 2 weeks following transplanting to provide continuous protection.",1,"NY restriction flupyradifurone: Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)",N/A,N/A,Do not apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.,"Only for use on seedlings intended as transplants. Not for use in greenhouses; Apply specified dosage to seedlings in trays in the planthouse, targeting potting media (tray drench) between 24 hours and 7 days prior to transplanting"
264-1141,SL,SIVANTO 200 SL,Cucurbit Vegetables (CG 9),Agricultural (Outdoor),Foliar,Broadcast,"ground sprayers, fixed or rotary winged aircraft, or through properly designed, sprinkler-type overhead chemigation equipment",Post-emergence,When pests occur,0.183,NS,NS,NS,0.365,7,1,Minimum Application Volume: 10 Gallons/Acre - Ground; 3 Gallons/Acre - Aerial,NS,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Max Release Height (ft): 10

ASABE Droplet Size: Coarse",N/A,"Pollinators: recommended that foliar insecticides are applied late in the afternoon, evening, or at night outside of daily peak foraging periods. Do not apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.","DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; No aerial application in New York State. Do not apply as a foliar application to muskmelon (hybrids and/or cultivars of Cucumis melo including true cantaloupe, cantaloupe, casaba, Crenshaw melon, golden pershaw melon, honeydew melon, honey balls, mango melon, Persian melon, pineapple melon, Santa Claus melon, and snake melon)."
264-1141,SL,SIVANTO 200 SL,Cucurbit Vegetables (CG 9),Agricultural (Outdoor),Soil,Chemigation/ Injection/ Drench,"Chemigation low-pressure drip, trickle, micro-sprinkler or equiv. equipment; Injection prior to planting; Potting Drench; Post-transplant drench",Pre-emergence/ Post-emergence,When pests occur,0.365,1,0.365,NS,1.095,NS,21,"May be applied at the specified dosage by the following methods: Chemigation into root zone through low-pressure drip, trickle, micro-sprinkler or equiv. equipment; Injection below the eventual seed line prior to planting.Place product  3-4 inches below seed line; Potting hole drench at transplanting; Post-transplant drench following setting and covering",3,"NY restriction flupyradifurone: Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)",N/A,For Injection: Place SIVANTO 200 SL 3-4 inches below the seed line,,
264-1141,SL,SIVANTO 200 SL,Fruiting Vegetables (CG 8-10) Planthouse,Planthouse/ Nursery (Inside),Foliar/ Drench,Broadcast/ Drench,tray drench; uniform high-volume foliar spray followed by overhead irrigation wash; injection into overhead irrigation,Post-emergence,When pests occur,"0.34 fl oz/ 10,000 plants (0.011 lb ai)",NS,"0.34 fl oz/ 10,000 plants in planthouse; 0.365 lb ai/A for total planthouse + foliar",NS,1.095,NS,45,"Apply specified dosage to seedlings in trays in the planthouse, targeting potting media (tray drench) between 24 hours and 7 days prior to transplanting, in one of the following methods: Uniform, broadcast high-volume foliar spray, followed by overhead irrigation wash; injection into overhead irrigation system; An additional field application must be made within 2 weeks following transplanting to provide continuous protection.",3,"NY restriction flupyradifurone: Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)",N/A,N/A,,"Only for use on seedlings intended as transplants. Not for use in Greenhouses; Apply specified dosage to seedlings in trays in the planthouse, targeting potting media (tray drench) between 24 hours and 7 days prior to transplanting"
264-1141,SL,SIVANTO 200 SL,Fruiting Vegetables (CG 8-10),Agricultural (Outdoor),Soil,Chemigation/ Injection/ Drench,"chemigation low-pressure drip, trickle, micro-sprinkler or equiv. equipment; Injection prior to planting; Potting Drench; Post-transplant drench",Pre-emergence/ Post-emergence,When pests occur,0.365,1,0.365,NS,1.095,NS,45,"May be applied at the specified dosage by the following methods: Chemigation into root zone through low-pressure drip, trickle, micro-sprinkler or equv. equipment; Injection below the eventual seed line prior to planting. Place product 3-4 inches below seed line; Potting hole drench at transplanting; Post-transplant drench following setting and covering",3,"NY restriction flupyradifurone: Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)",N/A,For injection: Place SIVANTO 200 SL 3-4 inches below the seed line,,
264-1141,SL,SIVANTO 200 SL,Fruiting Vegetables (CG 8-10),Agricultural (Outdoor),Foliar,Broadcast,"ground sprayers, fixed or rotary winged aircraft, or through properly designed, sprinkler-type overhead chemigation equipment",Post-emergence,When pests occur,0.183,NS,0.365,NS,0.365,7,1,Minimum Application Volume: 10 Gallons/Acre - Ground; 3 Gallons/Acre - Aerial,1,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Max Release Height (ft): 10

ASABE Droplet Size: Coarse",N/A,"Pollinators: recommended that foliar insecticides are applied late in the afternoon, evening, or at night outside of daily peak foraging periods.Do not apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.",DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; No aerial application in New York State
264-1141,SL,SIVANTO 200 SL,"Grass Forage, Fodder and Hay (CG 17)",Agricultural (Outdoor),Foliar,Broadcast,"ground sprayers, fixed or rotary winged aircraft, or through properly designed, sprinkler-type overhead chemigation equipment",Post-emergence,When pests occur,0.183,NS,0.365,NS,0.365,NS,7,Minimum Application Volume: 10 Gallons/Acre - Ground; 3 Gallons/Acre - Aerial,1,Only For Use in: Idaho and Oregon.,"Max Release Height (ft): 10

ASABE Droplet Size: Coarse",N/A,"Pollinators: recommended that foliar insecticides are applied late in the afternoon, evening, or at night outside of daily peak foraging periods.Do not apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.",DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period. Only For Use in: Idaho and Oregon.
264-1141,SL,SIVANTO 200 SL,Hop,Agricultural (Outdoor),Foliar,Broadcast,"ground sprayers, fixed or rotary winged aircraft, or through properly designed, sprinkler-type overhead chemigation equipment",Post-emergence,When pests occur,0.14,1,0.14,1,0.14,NS,21,Minimum Application Volume: 25 Gallons/Acre - Ground; 10 Gallons/Acre - Aerial,1,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Max Release Height (ft): 10

ASABE Droplet Size: Coarse",N/A,"Pollinators: recommended that foliar insecticides are applied late in the afternoon, evening, or at night outside of daily peak foraging periods. Do not apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.",DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; No aerial application in New York State
264-1141,SL,SIVANTO 200 SL,"Kava (Leaves, Root)",Agricultural (Outdoor),Foliar,Broadcast,"ground sprayers, fixed or rotary winged aircraft, or through properly designed, sprinkler-type overhead chemigation equipment",Post-emergence,When pests occur,0.183,NS,0.365,NS,1.095,10,7,Minimum Application Volume: 10 Gallons/Acre - Ground; 3 Gallons/Acre - Aerial,3,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Max Release Height (ft): 10

ASABE Droplet Size: Coarse",N/A,"Pollinators: recommended that foliar insecticides are applied late in the afternoon, evening, or at night outside of daily peak foraging periods. Do not apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.",DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; No aerial application in New York State
264-1141,SL,SIVANTO 200 SL,Leaf Petiole Vegetable (CG 22B),Agricultural (Outdoor),Foliar,Broadcast,"ground sprayers, fixed or rotary winged aircraft, or through properly designed, sprinkler-type overhead chemigation equipment",Post-emergence,When pests occur,0.183,NS,0.365,NS,1.095,7,1,Minimum Application Volume: 10 Gallons/Acre - Ground; 3 Gallons/Acre - Aerial,3,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Max Release Height (ft): 10

ASABE Droplet Size: Coarse",N/A,"Pollinators: recommended that foliar insecticides are applied late in the afternoon, evening, or at night outside of daily peak foraging periods. Do not apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.",DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period No aerial application in New York State
264-1141,SL,SIVANTO 200 SL,"Celtuce; Fennel, Fresh Leaves and Stalk (CG 22A))",Agricultural (Outdoor),Foliar,Broadcast,"ground sprayers, fixed or rotary winged aircraft, or through properly designed, sprinkler-type overhead chemigation equipment",Post-emergence,When pests occur,0.183,NS,0.365,NS,1.095,7,1,Minimum Application Volume: 10 Gallons/Acre - Ground; 3 Gallons/Acre - Aerial,3,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Max Release Height (ft): 10

ASABE Droplet Size: Coarse",N/A,"Pollinators: recommended that foliar insecticides are applied late in the afternoon, evening, or at night outside of daily peak foraging periods. Do not apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.",DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; No aerial application in New York State
264-1141,SL,SIVANTO 200 SL,Leafy Vegetables (CG 4-16),Agricultural (Outdoor),Foliar,Broadcast,"ground sprayers, fixed or rotary winged aircraft, or through properly designed, sprinkler-type overhead chemigation equipment",Post-emergence,When pests occur,0.183,NS,0.365,NS,1.095,7,1,Minimum Application Volume: 10 Gallons/Acre - Ground; 3 Gallons/Acre - Aerial,3,"NY restriction flupyradifurone: No aerial application in New York State. Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)","Max Release Height (ft): 10

ASABE Droplet Size: Coarse",N/A,"Pollinators: recommended that foliar insecticides are applied late in the afternoon, evening, or at night outside of daily peak foraging periods.Do not apply to crop foliage during foraging by alfalfa leafcutting bees used for pollination services.","DO NOT tank mix with azole fungicides (FRAC group 3) during bloom period; No aerial application in New York State. For applications made to watercress, production fields must be drained of water at least 24 hours prior to application and water must not be reapplied to the field for a minimum of 24 hours following the application."
264-1141,SL,SIVANTO 200 SL,Leafy Vegetables (CG 4-16),Agricultural (Outdoor),Soil,Chemigation/ Injection/ Drench,"Chemigation low-pressure drip, trickle, micro-sprinkler or equiv. equipment; Injection prior to planting; Potting Drench or Post-transplant drench",Pre-emergence/ Post-emergence,When pests occur,0.365,1,0.365,3,1.095,NS,21,"May be applied at the specified dosage by the following methods: Chemigation into root zone through low-pressure drip, trickle, micro-sprinkler or equiv. equipment; Injection below the eventual seed line prior to planting. Place product 3-4 inches below seed line; Potting hole drench at transplanting; Post-transplant drench following setting and covering",3,"NY restriction flupyradifurone: Not for sale, distribution or use in Nassau and Suffolk Counties (except under FIFRA 24(c)/SLN)",N/A,For injection: Place SIVANTO 200 SL 3-4 inches below the seed line,,"For applications made to watercress, production fields must be drained of water at least 24 hours prior to application and water must not be reapplied to the field for a minimum of 24 hours following the application."
